point,INTP,COS0,SIN0,z
0,0.25,-0.015,-0.045,0.0
0,0.2026787628426379,0.0305431290968379,-0.07655033862806,0.08402
0,0.2026787628426379,0.0305431290968379,-0.07655033862806,0.0
0,0.2026787628426379,0.0305431290968379,-0.07655033862806,0.0
0,0.2026787628426379,0.0305431290968379,-0.07655033862806,0.0
0,0.1742914440941421,0.045917556084142,-0.0721359415194937,0.07955125
0,0.1742914440941421,0.045917556084142,-0.0721359415194937,0.0
0,0.1545561063851146,0.052052882761981,-0.0666753570065968,0.076155
0,0.1545561063851146,0.052052882761981,-0.0666753570065968,0.0
0,0.1436633529848061,0.0541931594070128,-0.0630185171992392,0.0839099999999999
0,0.1436633529848061,0.0541931594070128,-0.0630185171992392,0.0
0,0.1301930312112227,0.0558936669834147,-0.058087872344949,0.0746149999999999
0,0.1301930312112227,0.0558936669834147,-0.058087872344949,0.0
0,0.1159128103170361,0.0569478295843005,-0.0526718030028531,0.0663925
0,0.1159128103170361,0.0569478295843005,-0.0526718030028531,0.0
0,0.1071679951836656,0.0571982673396757,-0.0493501123877311,0.07223625
0,0.1071679951836656,0.0571982673396757,-0.0493501123877311,0.0
0,0.0970173924311803,0.0570608612065652,-0.0455973111360231,0.0682074999999999
0,0.0970173924311803,0.0570608612065652,-0.0455973111360231,0.0
0,0.0863592995267607,0.0564848108711614,-0.041866712029858,0.0645775
0,0.0863592995267607,0.0564848108711614,-0.041866712029858,0.0
0,0.0789590314113349,0.055797577987129,-0.0394851874099397,0.069225
0,0.0789590314113349,0.055797577987129,-0.0394851874099397,0.0
0,0.0789590314113349,0.055797577987129,-0.0394851874099397,0.0
0,0.0789590314113349,0.055797577987129,-0.0394851874099397,0.0
0,0.0693353059950101,0.0535029176307105,-0.0361540069980228,0.0736524999999999
1,0.25,-0.015,-0.045,0.0
1,0.2610588296347396,-0.0256432911726299,-0.0376267815305463,0.28214375
1,0.2610588296347396,-0.0256432911726299,-0.0376267815305463,0.0
1,0.2610588296347396,-0.0256432911726299,-0.0376267815305463,0.0
1,0.2610588296347396,-0.0256432911726299,-0.0376267815305463,0.0
1,0.2598514639657364,-0.0249893880869061,-0.0374390289792945,0.2769325
1,0.2598514639657364,-0.0249893880869061,-0.0374390289792945,0.0
1,0.261058673200427,-0.0253646855929601,-0.0377730525540602,0.28708
1,0.261058673200427,-0.0253646855929601,-0.0377730525540602,0.0
1,0.2603649733009148,-0.0252283830770558,-0.0375401684233293,0.288895
1,0.2603649733009148,-0.0252283830770558,-0.0375401684233293,0.0
1,0.2519475281913695,-0.024165755960694,-0.0344590666417043,0.27397625
1,0.2519475281913695,-0.024165755960694,-0.0344590666417043,0.0
1,0.2422593431123775,-0.0234505763807415,-0.0307846219271803,0.2642
1,0.2422593431123775,-0.0234505763807415,-0.0307846219271803,0.0
1,0.2415420858480385,-0.0234300352604813,-0.0305121740037827,0.2763
1,0.2415420858480385,-0.0234300352604813,-0.0305121740037827,0.0
1,0.2333698735648997,-0.0235406604239484,-0.0274908077624649,0.25914
1,0.2333698735648997,-0.0235406604239484,-0.0274908077624649,0.0
1,0.2312684242618788,-0.0236542398970019,-0.0267552479431045,0.2644475
1,0.2312684242618788,-0.0236542398970019,-0.0267552479431045,0.0
1,0.2291166995406817,-0.0238540618443595,-0.026062788518812,0.26168375
1,0.2291166995406817,-0.0238540618443595,-0.026062788518812,0.0
1,0.2291166995406817,-0.0238540618443595,-0.026062788518812,0.0
1,0.2291166995406817,-0.0238540618443595,-0.026062788518812,0.0
1,0.225208099651842,-0.0247860199817777,-0.0247098559667634,0.25252625
