point,INTP,COS0,SIN0,estimate,amplitude,z,date
0,0.0879322326003239,-0.0094781839544363,0.016032416280523,0.103258301564731,0.0186245628906054,0.0,1654560000000.0
0,0.0879322326003239,-0.0094781839544363,0.016032416280523,0.1016616722359071,0.0186245628906054,0.0,1655251200000.0
0,0.0879322326003239,-0.0094781839544363,0.016032416280523,0.1007639184029479,0.0186245628906054,0.0,1655596800000.0
0,0.0879322326003239,-0.0094781839544363,0.016032416280523,0.0998054344911958,0.0186245628906054,0.0,1655942400000.0
0,0.0880485778654684,-0.0096463167558069,0.0160768010578339,0.0990785006358629,0.0187487322026459,0.0991449999999999,1656288000000.0
0,0.0880485778654684,-0.0096463167558069,0.0160768010578339,0.0980100082424147,0.0187487322026459,0.0,1656633600000.0
0,0.0880485778654684,-0.0096463167558069,0.0160768010578339,0.0968943701768397,0.0187487322026459,0.0,1656979200000.0
0,0.0880485778654684,-0.0096463167558069,0.0160768010578339,0.095736866554991,0.0187487322026459,0.0,1657324800000.0
0,0.0871032173144105,-0.0089227319232659,0.0182415089803408,0.0924847799397034,0.0203068410850709,0.091445,1657670400000.0
0,0.0871032173144105,-0.0089227319232659,0.0182415089803408,0.0911257731108897,0.0203068410850709,0.0,1658016000000.0
0,0.0889205686606632,-0.0097132339668207,0.012117264932789,0.0942659875168535,0.0155298108019898,0.0964225,1658361600000.0
0,0.0889205686606632,-0.0097132339668207,0.012117264932789,0.0932508339419185,0.0155298108019898,0.0,1658707200000.0
0,0.0881773954369671,-0.0095444691264541,0.0157241489877865,0.0897133837960977,0.0183941771301666,0.0886675,1659052800000.0
0,0.0881773954369671,-0.0095444691264541,0.0157241489877865,0.0884494781681931,0.0183941771301666,0.0,1659398400000.0
0,0.0878048668475447,-0.0095271991158481,0.0181488256385488,0.0854292970995151,0.0204974972875096,0.0847899999999999,1659744000000.0
0,0.0878048668475447,-0.0095271991158481,0.0181488256385488,0.0840351141965993,0.0204974972875096,0.0,1660089600000.0
0,0.0881831789234124,-0.0094781868784979,0.0151404948993301,0.0850230093176924,0.01786254775502,0.085725,1660435200000.0
0,0.0881831789234124,-0.0094781868784979,0.0151404948993301,0.0838217244540959,0.01786254775502,0.0,1660780800000.0
0,0.0880113339877951,-0.0095281740176286,0.0166495001885916,0.0813432526007032,0.0191831164475464,0.0809675,1661126400000.0
0,0.0880113339877951,-0.0095281740176286,0.0166495001885916,0.0801223462807796,0.0191831164475464,0.0,1661472000000.0
0,0.0880113339877951,-0.0095281740176286,0.0166495001885916,0.0789387771317015,0.0191831164475464,0.0,1661817600000.0
0,0.0880113339877951,-0.0095281740176286,0.0166495001885916,0.0777981467750156,0.0191831164475464,0.0,1662163200000.0
0,0.0880660748555041,-0.0094499077861186,0.0159119234606643,0.0774018705274049,0.0185064871162569,0.0775299999999999,1662508800000.0
0,0.0880660748555041,-0.0094499077861186,0.0159119234606643,0.0763871920130159,0.0185064871162569,0.0,1662854400000.0
0,0.0880660748555041,-0.0094499077861186,0.0159119234606643,0.1040416065659349,0.0185064871162569,0.0,1685750400000.0
0,0.0844391156516279,-0.0084769035545218,0.0107440778135932,0.0966661179798259,0.013685507003294,0.0959825,1686096000000.0
0,0.0844391156516279,-0.0084769035545218,0.0107440778135932,0.0962145039363786,0.013685507003294,0.0,1686441600000.0
0,0.0844391156516279,-0.0084769035545218,0.0107440778135932,0.0957071590817698,0.013685507003294,0.0,1686787200000.0
0,0.0844391156516279,-0.0084769035545218,0.0107440778135932,0.0951464845886487,0.013685507003294,0.0,1687132800000.0
0,0.0831925260436576,-0.0074104839550983,0.0103094987782571,0.0921660723318819,0.0126964970565765,0.0907574999999999,1687478400000.0
0,0.0831925260436576,-0.0074104839550983,0.0103094987782571,0.0915272809893698,0.0126964970565765,0.0,1687824000000.0
0,0.0843071250436374,-0.0082568655805334,0.0093875287675427,0.0927875835290002,0.0125020608531729,0.0940575,1688169600000.0
0,0.0843071250436374,-0.0082568655805334,0.0093875287675427,0.0921359309281218,0.0125020608531729,0.0,1688515200000.0
0,0.0843071250436374,-0.0082568655805334,0.0093875287675427,0.0914472259862236,0.0125020608531729,0.0,1688860800000.0
0,0.0843071250436374,-0.0082568655805334,0.0093875287675427,0.0907247282208799,0.0125020608531729,0.0,1689206400000.0
0,0.0829669703060924,-0.0073553700495757,0.0149358382224718,0.0863795774307921,0.0166487456576778,0.0848725,1689552000000.0
0,0.0829669703060924,-0.0073553700495757,0.0149358382224718,0.0852511259439619,0.0166487456576778,0.0,1689897600000.0
0,0.0833254879563257,-0.0074881198694765,0.0132791174098206,0.0852212195443298,0.0152448974533596,0.08567,1690243200000.0
0,0.0833254879563257,-0.0074881198694765,0.0132791174098206,0.0841767093133518,0.0152448974533596,0.0,1690588800000.0
0,0.082173842910939,-0.007346954165402,0.0197166410241603,0.0786201189698158,0.0210409997097125,0.0768975,1690934400000.0
0,0.082173842910939,-0.007346954165402,0.0197166410241603,0.0772026417853973,0.0210409997097125,0.0,1691280000000.0
0,0.0820424665777078,-0.0073603420744382,0.0205740148592157,0.0751594735047581,0.021850966177265,0.0749175,1691625600000.0
0,0.0820424665777078,-0.0073603420744382,0.0205740148592157,0.0737498839977671,0.021850966177265,0.0,1691971200000.0
0,0.0837859726005556,-0.0068433971623616,0.0082236378437456,0.0826371583664177,0.0106986122514513,0.0855874999999999,1692316800000.0
