point,longitude,latitude,swir,date
0,-123.55091549548354,42.88031651945386,0.0,1654214400000
0,-123.55091549548354,42.88031651945386,0.0,1654560000000
0,-123.55091549548354,42.88031651945386,0.0,1654905600000
0,-123.55091549548354,42.88031651945386,0.0,1655251200000
0,-123.55091549548354,42.88031651945386,0.0,1655596800000
0,-123.55091549548354,42.88031651945386,0.0,1655942400000
0,-123.55091549548354,42.88031651945386,0.09914500266313553,1656288000000
0,-123.55091549548354,42.88031651945386,0.0,1656633600000
0,-123.55091549548354,42.88031651945386,0.0,1656979200000
0,-123.55091549548354,42.88031651945386,0.0,1657324800000
0,-123.55091549548354,42.88031651945386,0.09144499897956848,1657670400000
0,-123.55091549548354,42.88031651945386,0.0,1658016000000
0,-123.55091549548354,42.88031651945386,0.09642250090837479,1658361600000
0,-123.55091549548354,42.88031651945386,0.0,1658707200000
0,-123.55091549548354,42.88031651945386,0.08866749703884125,1659052800000
0,-123.55091549548354,42.88031651945386,0.0,1659398400000
0,-123.55091549548354,42.88031651945386,0.08478999882936478,1659744000000
0,-123.55091549548354,42.88031651945386,0.0,1660089600000
0,-123.55091549548354,42.88031651945386,0.08572500199079514,1660435200000
0,-123.55091549548354,42.88031651945386,0.0,1660780800000
0,-123.55091549548354,42.88031651945386,0.0809675008058548,1661126400000
0,-123.55091549548354,42.88031651945386,0.0,1661472000000
0,-123.55091549548354,42.88031651945386,0.0,1661817600000
0,-123.55091549548354,42.88031651945386,0.0,1662163200000
0,-123.55091549548354,42.88031651945386,0.07752999663352966,1662508800000
0,-123.55091549548354,42.88031651945386,0.0,1662854400000
0,-123.55091549548354,42.88031651945386,0.0,1685750400000
0,-123.55091549548354,42.88031651945386,0.09598249942064285,1686096000000
0,-123.55091549548354,42.88031651945386,0.0,1686441600000
0,-123.55091549548354,42.88031651945386,0.0,1686787200000
0,-123.55091549548354,42.88031651945386,0.0,1687132800000
0,-123.55091549548354,42.88031651945386,0.09075749665498734,1687478400000
0,-123.55091549548354,42.88031651945386,0.0,1687824000000
0,-123.55091549548354,42.88031651945386,0.09405750036239624,1688169600000
0,-123.55091549548354,42.88031651945386,0.0,1688515200000
0,-123.55091549548354,42.88031651945386,0.0,1688860800000
0,-123.55091549548354,42.88031651945386,0.0,1689206400000
0,-123.55091549548354,42.88031651945386,0.08487249910831451,1689552000000
0,-123.55091549548354,42.88031651945386,0.0,1689897600000
0,-123.55091549548354,42.88031651945386,0.08567000180482864,1690243200000
0,-123.55091549548354,42.88031651945386,0.0,1690588800000
0,-123.55091549548354,42.88031651945386,0.0768975019454956,1690934400000
0,-123.55091549548354,42.88031651945386,0.0,1691280000000
0,-123.55091549548354,42.88031651945386,0.0749175027012825,1691625600000
0,-123.55091549548354,42.88031651945386,0.0,1691971200000
0,-123.55091549548354,42.88031651945386,0.0855875015258789,1692316800000
0,-123.55091549548354,42.88031651945386,0.0,1692662400000
0,-123.55091549548354,42.88031651945386,0.07631999999284744,1693008000000
0,-123.55091549548354,42.88031651945386,0.0,1693353600000
0,-123.55091549548354,42.88031651945386,0.0,1693699200000
0,-123.55091549548354,42.88031651945386,0.0,1694044800000
0,-123.55091549548354,42.88031651945386,0.06540250033140182,1694390400000
