run,intercept_rmse,cos_rmse,sin_rmse,sum_rmse
single lambda - 1 - v2,0.11358838546607972,0.1660274281568822,0.04935678582148286,0.3289725994444448
multiple lambdas - 1 - v2,0.11358623199809258,0.16602691949466022,0.04935902302111258,0.32897217451386535
multiple lambdas - 1 - v1,0.11411615984784662,0.1669086390777591,0.045602597736821654,0.32662739666242735
single lambda - 1 - v1,0.1140521224044593,0.16591764319470081,0.04607204590273764,0.3260418115018977
