run,intercept_rmse,cos_rmse,sin_rmse,sum_rmse
multiple lambda - inital params v2,0.1577534272709823,0.22086592425140764,0.07221975856584568,0.4508391100882356
multiple lambda - inital params v1,0.15792246903717738,0.21847630524903072,0.06834490677991047,0.44474368106611856
