point,INTP,COS0,SIN0,estimate,z,date,CCDC_INTP,CCDC_COS,CCDC_SIN
1,0.147759920602586,0.0258247169061428,0.0047536235819996,0.1225249533382582,0.115727499127388,1532822400000.0,0.13462807,0.014021786,-0.00060016447
1,0.147759920602586,0.0258247169061428,0.0047536235819996,0.1234072624269981,0.0,1533340800000.0,0.13462807,0.014021786,-0.00060016447
1,0.147759920602586,0.0258247169061428,0.0047536235819996,0.1245487713971646,0.0,1533859200000.0,0.13462807,0.014021786,-0.00060016447
1,0.147759920602586,0.0258247169061428,0.0047536235819996,0.1259373304872171,0.0,1534377600000.0,0.13462807,0.014021786,-0.00060016447
1,0.1529041582063216,0.0264779752990132,0.0029442009687155,0.1336725131397858,0.1392399966716766,1534896000000.0,0.13462807,0.014021786,-0.00060016447
1,0.1529041582063216,0.0264779752990132,0.0029442009687155,0.1356743554111646,0.0,1535414400000.0,0.13462807,0.014021786,-0.00060016447
1,0.1529041582063216,0.0264779752990132,0.0029442009687155,0.137859584761248,0.0,1535932800000.0,0.13462807,0.014021786,-0.00060016447
1,0.1546689428001424,0.0269423021363349,0.002447608671791,0.1422548882036856,0.1440799981355667,1536451200000.0,0.13462807,0.014021786,-0.00060016447
2,0.1509965261801786,0.0299367697092589,0.0014766333005338,0.124862238228294,0.1254349946975708,1496620800000.0,0.13889028,0.010125745,-0.00018835842
2,0.1509965261801786,0.0299367697092589,0.0014766333005338,0.1234892283230046,0.0,1497139200000.0,0.13889028,0.010125745,-0.00018835842
2,0.1509965261801786,0.0299367697092589,0.0014766333005338,0.1224089950128423,0.0,1497657600000.0,0.13889028,0.010125745,-0.00018835842
2,0.1509965261801786,0.0299367697092589,0.0014766333005338,0.1216330358659121,0.0,1498176000000.0,0.13889028,0.010125745,-0.00018835842
2,0.1509965261801786,0.0299367697092589,0.0014766333005338,0.1211696098787238,0.0,1498694400000.0,0.13889028,0.010125745,-0.00018835842
2,0.1509965261801786,0.0299367697092589,0.0014766333005338,0.1210236495707609,0.0,1499212800000.0,0.13889028,0.010125745,-0.00018835842
2,0.1487597670404498,0.031226015846195,0.0027888077327973,0.1174815182870177,0.1146000027656555,1499731200000.0,0.13889028,0.010125745,-0.00018835842
2,0.1529486678095927,0.0299689193968743,0.00108789272661,0.1237079931391724,0.1292024999856948,1500249600000.0,0.13889028,0.010125745,-0.00018835842
2,0.1520637512575651,0.0301186609227419,0.0013823625976678,0.1234198484121934,0.1222999989986419,1500768000000.0,0.13889028,0.010125745,-0.00018835842
2,0.1520637512575651,0.0301186609227419,0.0013823625976678,0.124541930165391,0.0,1501286400000.0,0.13889028,0.010125745,-0.00018835842
2,0.1578700409832439,0.0297932856925789,-0.0010310406210342,0.1333390349753345,0.1404774934053421,1501804800000.0,0.13889028,0.010125745,-0.00018835842
2,0.1515508757891746,0.0299152218199758,0.0011024288896155,0.1274705193393158,0.1197424978017807,1502323200000.0,0.13889028,0.010125745,-0.00018835842
2,0.1515508757891746,0.0299152218199758,0.0011024288896155,0.1294309685350069,0.0,1502841600000.0,0.13889028,0.010125745,-0.00018835842
2,0.1515508757891746,0.0299152218199758,0.0011024288896155,0.131626853110939,0.0,1503360000000.0,0.13889028,0.010125745,-0.00018835842
2,0.1470263944030903,0.0292391886496486,0.0031542625739262,0.1281784240869059,0.1228225007653236,1503878400000.0,0.13889028,0.010125745,-0.00018835842
2,0.1470263944030903,0.0292391886496486,0.0031542625739262,0.1306046484584906,0.0,1504396800000.0,0.13889028,0.010125745,-0.00018835842
2,0.1481724941284793,0.029475137608616,0.0027304118629994,0.1346571878251225,0.1360224932432174,1504915200000.0,0.13889028,0.010125745,-0.00018835842
2,0.1571372713486138,0.0279132672130375,0.0090630197441153,0.1362880160644355,0.1416874974966049,1528156800000.0,0.13889028,0.010125745,-0.00018835842
2,0.1571372713486138,0.0279132672130375,0.0090630197441153,0.134270956422185,0.0,1528675200000.0,0.13889028,0.010125745,-0.00018835842
2,0.1571372713486138,0.0279132672130375,0.0090630197441153,0.132497276622696,0.0,1529193600000.0,0.13889028,0.010125745,-0.00018835842
2,0.1380119619114769,0.0336166877150064,0.0052747450306873,0.1056346362826671,0.0814900025725364,1529712000000.0,0.13889028,0.010125745,-0.00018835842
2,0.1380119619114769,0.0336166877150064,0.0052747450306873,0.1047282498159954,0.0,1530230400000.0,0.13889028,0.010125745,-0.00018835842
2,0.1509450732252335,0.0303099399543046,0.004310634758804,0.1204594871740971,0.1372600048780441,1530748800000.0,0.13889028,0.010125745,-0.00018835842
2,0.1481267832230177,0.0308314778568116,0.0046737444419148,0.1169431386731001,0.1134174987673759,1531267200000.0,0.13889028,0.010125745,-0.00018835842
2,0.1481267832230177,0.0308314778568116,0.0046737444419148,0.1171157899377076,0.0,1531785600000.0,0.13889028,0.010125745,-0.00018835842
2,0.1510955715099316,0.0304750146711418,0.0039501540411473,0.1211752371597905,0.1247749999165535,1532304000000.0,0.13889028,0.010125745,-0.00018835842
2,0.1501589640757795,0.0305462958422705,0.004155077568165,0.1209646600848882,0.1198524981737136,1532822400000.0,0.13889028,0.010125745,-0.00018835842
2,0.1501589640757795,0.0305462958422705,0.004155077568165,0.1221401499759171,0.0,1533340800000.0,0.13889028,0.010125745,-0.00018835842
2,0.1501589640757795,0.0305462958422705,0.004155077568165,0.1236138608348599,0.0,1533859200000.0,0.13889028,0.010125745,-0.00018835842
2,0.1501589640757795,0.0305462958422705,0.004155077568165,0.1253701070771227,0.0,1534377600000.0,0.13889028,0.010125745,-0.00018835842
2,0.1557811720506089,0.031329160170623,0.0021396149110923,0.134057592431991,0.140064999461174,1534896000000.0,0.13889028,0.010125745,-0.00018835842
2,0.1557811720506089,0.031329160170623,0.0021396149110923,0.1365094727085973,0.0,1535414400000.0,0.13889028,0.010125745,-0.00018835842
2,0.1557811720506089,0.031329160170623,0.0021396149110923,0.1391664731880298,0.0,1535932800000.0,0.13889028,0.010125745,-0.00018835842
2,0.1531760606832685,0.030613442621485,0.0028738640164598,0.1389845579092031,0.1363524943590164,1536451200000.0,0.13889028,0.010125745,-0.00018835842
3,0.3400580946735854,0.0486713940513079,-0.0660800926547879,0.2670199707257784,0.0,1496620800000.0,-1.4997321,-0.02004141,0.0007429566
3,0.3400580946735854,0.0486713940513079,-0.0660800926547879,0.2712649722215254,0.0,1497139200000.0,-1.4997321,-0.02004141,0.0007429566
3,0.3127204930933024,0.0761149243575617,-0.0766503158816938,0.2196790040767096,0.1834049969911575,1497657600000.0,-1.4997321,-0.02004141,0.0007429566
3,0.2946338019120028,0.0851473255453556,-0.0767860545687768,0.1987940993986112,0.1735187470912933,1498176000000.0,-1.4997321,-0.02004141,0.0007429566
3,0.2946338019120028,0.0851473255453556,-0.0767860545687768,0.2057884447780052,0.0,1498694400000.0,-1.4997321,-0.02004141,0.0007429566
3,0.2867662900577073,0.0875535650787847,-0.074362329978626,0.2033281127229977,0.1932224929332733,1499212800000.0,-1.4997321,-0.02004141,0.0007429566
3,0.2863976483686625,0.0876261784822818,-0.0742503267672197,0.211448774572446,0.2110150009393692,1499731200000.0,-1.4997321,-0.02004141,0.0007429566
3,0.3177912566799131,0.0833701293035622,-0.0838962876086192,0.2588015435670216,0.2971450090408325,1500249600000.0,-1.4997321,-0.02004141,0.0007429566
3,0.3177912566799131,0.0833701293035622,-0.0838962876086192,0.2696776696332911,0.0,1500768000000.0,-1.4997321,-0.02004141,0.0007429566
3,0.324496979972222,0.0829433902193011,-0.0869192774376234,0.2895124588613731,0.2976399958133697,1501286400000.0,-1.4997321,-0.02004141,0.0007429566
3,0.328339309332729,0.0828086492672106,-0.088369536419912,0.3062787887337311,0.3110049962997436,1501804800000.0,-1.4997321,-0.02004141,0.0007429566
3,0.3219459155289338,0.0828546043914409,-0.0862087468650317,0.3108887947008314,0.3031125068664551,1502323200000.0,-1.4997321,-0.02004141,0.0007429566
3,0.3219459155289338,0.0828546043914409,-0.0862087468650317,0.3232141377364758,0.0,1502841600000.0,-1.4997321,-0.02004141,0.0007429566
3,0.3219459155289338,0.0828546043914409,-0.0862087468650317,0.3355259823259365,0.0,1503360000000.0,-1.4997321,-0.02004141,0.0007429566
3,0.3219459155289338,0.0828546043914409,-0.0862087468650317,0.3476932861561024,0.0,1503878400000.0,-1.4997321,-0.02004141,0.0007429566
3,0.3219459155289338,0.0828546043914409,-0.0862087468650317,0.3595865453474656,0.0,1504396800000.0,-1.4997321,-0.02004141,0.0007429566
3,0.3219459155289338,0.0828546043914409,-0.0862087468650317,0.3710791728412362,0.0,1504915200000.0,-1.4997321,-0.02004141,0.0007429566
3,0.3707108128965465,0.0789902365104849,-0.0469071136927029,0.2790621577442729,0.3138374984264374,1528156800000.0,-1.4997321,-0.02004141,0.0007429566
3,0.3707108128965465,0.0789902365104849,-0.0469071136927029,0.2802036197612405,0.0,1528675200000.0,-1.4997321,-0.02004141,0.0007429566
3,0.3707108128965465,0.0789902365104849,-0.0469071136927029,0.2823084038747026,0.0,1529193600000.0,-1.4997321,-0.02004141,0.0007429566
3,0.4047423658790905,0.0719070550519636,-0.0406653731964127,0.3273582204930035,0.3698000013828277,1529712000000.0,-1.4997321,-0.02004141,0.0007429566
3,0.4187893058777018,0.0694674945517088,-0.0408052228928993,0.3472244397447625,0.3645612597465515,1530230400000.0,-1.4997321,-0.02004141,0.0007429566
3,0.4305242344003932,0.0677641020197837,-0.0421403055031077,0.3649198590702845,0.3790675103664398,1530748800000.0,-1.4997321,-0.02004141,0.0007429566
3,0.4307212579797559,0.0677408290043013,-0.0421743069106158,0.3701748131636508,0.3704324960708618,1531267200000.0,-1.4997321,-0.02004141,0.0007429566
3,0.4307212579797559,0.0677408290043013,-0.0421743069106158,0.3758522547931617,0.0,1531785600000.0,-1.4997321,-0.02004141,0.0007429566
3,0.4304264259016498,0.0677586809559006,-0.0420824606611762,0.3817698884045181,0.3814600110054016,1532304000000.0,-1.4997321,-0.02004141,0.0007429566
3,0.4221394242598302,0.0680325502407322,-0.0397847131185516,0.3789840547305359,0.3694012463092804,1532822400000.0,-1.4997321,-0.02004141,0.0007429566
3,0.4221394242598302,0.0680325502407322,-0.0397847131185516,0.3860081581244235,0.0,1533340800000.0,-1.4997321,-0.02004141,0.0007429566
3,0.4055040979662174,0.0669982328391273,-0.0340725981336904,0.3740522617325624,0.3553625047206878,1533859200000.0,-1.4997321,-0.02004141,0.0007429566
3,0.3940333015158457,0.0661654050707046,-0.0308189250456687,0.3681101259992665,0.3550462424755096,1534377600000.0,-1.4997321,-0.02004141,0.0007429566
3,0.3940333015158457,0.0661654050707046,-0.0308189250456687,0.375278096052197,0.0,1534896000000.0,-1.4997321,-0.02004141,0.0007429566
3,0.3940333015158457,0.0661654050707046,-0.0308189250456687,0.3826456889552189,0.0,1535414400000.0,-1.4997321,-0.02004141,0.0007429566
3,0.3940333015158457,0.0661654050707046,-0.0308189250456687,0.390134487018029,0.0,1535932800000.0,-1.4997321,-0.02004141,0.0007429566
3,0.3878948148780591,0.0639283247764891,-0.0286199355996367,0.3903317107579488,0.3842650055885315,1536451200000.0,-1.4997321,-0.02004141,0.0007429566
