-122.0687481488996,44.72792893477535,2023-05-30,2023-09-30
-122.449580957153,44.677486076863374,2023-05-30,2023-09-30
-122.51003218958958,44.67070005239418,2023-05-30,2023-09-30
-122.70641432825505,44.65270141590433,2023-05-30,2023-09-30
-123.69894549718241,44.55566358233916,2023-05-30,2023-09-30
-122.31635,47.13156,2023-05-30,2023-09-30
