run,intercept_rmse,cos_rmse,sin_rmse,sum_rmse
single lambda - initial params v1,0.08576381109643678,0.10537711961666049,0.04827376401680093,0.23941469472989824
multiple lambda - initial params v1,0.0857630580495032,0.10537573382319997,0.04827531887377971,0.2394141107464829
