title,q1_initial,q5_initial,q9_initial,r_initial,q1_optimized,q5_optimized,q9_optimized,r_optimized,initial_objective_function,final_objective_function
IA - initial params v1,0.00125,0.000125,0.000125,0.003,0.05187483954,1.0,6.819605e-24,6.819605e-24,1.351,1.314
ICS - initial params v3,0.0007,0.00027,0.0042,0.00125,1e-38,0.00195151397,0.00331082352,0.00321992991,0.18098,0.1178
ICS - initial params v2,0.0005,0.0008,0.004,0.0015,1e-38,0.00280812467,0.00316778156,0.00343024613,0.14554,0.1177
ICS - initial params v1,0.00125,0.000125,0.000125,0.003,1e-38,0.0031858318,1e-38,0.00288693954,0.17336,0.1209
