point,INTP,COS0,SIN0,z
0,0.25,-0.015,-0.045,0.0
0,0.1672702523744115,0.0297383589426723,-0.057964477043431,0.08402
0,0.1672702523744115,0.0297383589426723,-0.057964477043431,0.0
0,0.1672702523744115,0.0297383589426723,-0.057964477043431,0.0
0,0.1672702523744115,0.0297383589426723,-0.057964477043431,0.0
0,0.1418576680973897,0.0454875681891638,-0.0577987450231561,0.07955125
0,0.1418576680973897,0.0454875681891638,-0.0577987450231561,0.0
0,0.1320543488602513,0.05147604103758,-0.0570391767494971,0.076155
0,0.1320543488602513,0.05147604103758,-0.0570391767494971,0.0
0,0.1302041735383608,0.0525570831180872,-0.0567216317903218,0.0839099999999999
0,0.1302041735383608,0.0525570831180872,-0.0567216317903218,0.0
0,0.1202275457883972,0.0578284155541081,-0.0540935920693568,0.0746149999999999
0,0.1202275457883972,0.0578284155541081,-0.0540935920693568,0.0
0,0.1089214434985097,0.0628520292757338,-0.0501924445050642,0.0663925
0,0.1089214434985097,0.0628520292757338,-0.0501924445050642,0.0
0,0.1046653541703165,0.0642844323489241,-0.0484363666628992,0.07223625
0,0.1046653541703165,0.0642844323489241,-0.0484363666628992,0.0
0,0.095627785326618,0.0661856057931872,-0.0442454760845072,0.0682074999999999
0,0.095627785326618,0.0661856057931872,-0.0442454760845072,0.0
0,0.08565503804645,0.0668954639408554,-0.0392884871248588,0.0645775
0,0.08565503804645,0.0668954639408554,-0.0392884871248588,0.0
0,0.0803577858661451,0.06649348967069,-0.036576219928396,0.069225
0,0.0803577858661451,0.06649348967069,-0.036576219928396,0.0
0,0.0803577858661451,0.06649348967069,-0.036576219928396,0.0
0,0.0803577858661451,0.06649348967069,-0.036576219928396,0.0
0,0.0690369611275509,0.0593280803902127,-0.0298640237333552,0.0736524999999999
1,0.25,-0.015,-0.045,0.0
1,0.2693336911643707,-0.0254552188278507,-0.0419702410262431,0.28214375
1,0.2693336911643707,-0.0254552188278507,-0.0419702410262431,0.0
1,0.2693336911643707,-0.0254552188278507,-0.0419702410262431,0.0
1,0.2693336911643707,-0.0254552188278507,-0.0419702410262431,0.0
1,0.2637291918015277,-0.0219818832463508,-0.0419336904341463,0.2769325
1,0.2637291918015277,-0.0219818832463508,-0.0419336904341463,0.0
1,0.2649345776390533,-0.0227182073612018,-0.0420270846017292,0.28708
1,0.2649345776390533,-0.0227182073612018,-0.0420270846017292,0.0
1,0.263147831167025,-0.0216742262310856,-0.0417204259144125,0.288895
1,0.263147831167025,-0.0216742262310856,-0.0417204259144125,0.0
1,0.2522671124904602,-0.0159252009367216,-0.0388542308842568,0.27397625
1,0.2522671124904602,-0.0159252009367216,-0.0388542308842568,0.0
1,0.2427729770965833,-0.0117066941855213,-0.0355782988064076,0.2642
1,0.2427729770965833,-0.0117066941855213,-0.0355782988064076,0.0
1,0.2458240648213553,-0.0127335493796983,-0.0368371886310364,0.2763
1,0.2458240648213553,-0.0127335493796983,-0.0368371886310364,0.0
1,0.2346968564720132,-0.0103927923256259,-0.0316772929288224,0.25914
1,0.2346968564720132,-0.0103927923256259,-0.0316772929288224,0.0
1,0.2345445385923758,-0.0103819503695572,-0.0316015827933393,0.2644475
1,0.2345445385923758,-0.0103819503695572,-0.0316015827933393,0.0
1,0.2318152867874419,-0.0105890556696343,-0.0302041677016185,0.26168375
1,0.2318152867874419,-0.0105890556696343,-0.0302041677016185,0.0
1,0.2318152867874419,-0.0105890556696343,-0.0302041677016185,0.0
1,0.2318152867874419,-0.0105890556696343,-0.0302041677016185,0.0
1,0.2246734438436427,-0.0151094178244117,-0.0259697190514664,0.25252625
