point,INTP,COS0,SIN0,estimate,amplitude,z,date
0,0.0879322326003239,-0.0094781839544363,0.016032416280523,0.103258301564731,0.0186245628906054,0.0,1654560000000.0
0,0.0879322326003239,-0.0094781839544363,0.016032416280523,0.1016616722359071,0.0186245628906054,0.0,1655251200000.0
0,0.0879322326003239,-0.0094781839544363,0.016032416280523,0.1007639184029479,0.0186245628906054,0.0,1655596800000.0
0,0.0879322326003239,-0.0094781839544363,0.016032416280523,0.0998054344911958,0.0186245628906054,0.0,1655942400000.0
0,0.0880143717526009,-0.0097695087807399,0.016033381219386,0.0991631652959584,0.018775319308686,0.0991449999999999,1656288000000.0
0,0.0880143717526009,-0.0097695087807399,0.016033381219386,0.0980981140897139,0.018775319308686,0.0,1656633600000.0
0,0.0880143717526009,-0.0097695087807399,0.016033381219386,0.0969853383306645,0.018775319308686,0.0,1656979200000.0
0,0.0880143717526009,-0.0097695087807399,0.016033381219386,0.0958301045878776,0.018775319308686,0.0,1657324800000.0
0,0.087301539174182,-0.0072717977010429,0.0160603891680713,0.0914657323422518,0.0176299501427201,0.091445,1657670400000.0
0,0.087301539174182,-0.0072717977010429,0.0160603891680713,0.0902780328075642,0.0176299501427201,0.0,1658016000000.0
0,0.0891300789545482,-0.0131065409749633,0.0160268662343551,0.0964460200129784,0.0207036677335757,0.0964225,1658361600000.0
0,0.0891300789545482,-0.0131065409749633,0.0160268662343551,0.0950970656450049,0.0207036677335757,0.0,1658707200000.0
0,0.08767814188724,-0.0091222458906313,0.0160521872150374,0.0886899579593667,0.0184631547812326,0.0886675,1659052800000.0
0,0.08767814188724,-0.0091222458906313,0.0160521872150374,0.0874200408339538,0.0184631547812326,0.0,1659398400000.0
0,0.087204901391144,-0.0080781889615218,0.0160599411020564,0.0848117746344043,0.0179771756708214,0.0847899999999999,1659744000000.0
0,0.087204901391144,-0.0080781889615218,0.0160599411020564,0.0835924214433873,0.0179771756708214,0.0,1660089600000.0
0,0.0887213754954852,-0.0105446233095155,0.0160368151313177,0.0857482494516583,0.0191929289139422,0.085725,1660435200000.0
0,0.0887213754954852,-0.0105446233095155,0.0160368151313177,0.084451608188192,0.0191929289139422,0.0,1660780800000.0
0,0.0874193432135059,-0.0091873368413778,0.0160551665954611,0.0809888343695484,0.0184979872592925,0.0809675,1661126400000.0
0,0.0874193432135059,-0.0091873368413778,0.0160551665954611,0.0798115491262147,0.0184979872592925,0.0,1661472000000.0
0,0.0874193432135059,-0.0091873368413778,0.0160551665954611,0.0786702702145097,0.0184979872592925,0.0,1661817600000.0
0,0.0874193432135059,-0.0091873368413778,0.0160551665954611,0.0775703991038345,0.0184979872592925,0.0,1662163200000.0
0,0.0885966937620077,-0.0087830429510539,0.0160347068560009,0.0775480313209597,0.0182826055976149,0.0775299999999999,1662508800000.0
0,0.0885966937620077,-0.0087830429510539,0.0160347068560009,0.0765726654793371,0.0182826055976149,0.0,1662854400000.0
0,0.0885966937620077,-0.0087830429510539,0.0160347068560009,0.1040483238266652,0.0182826055976149,0.0,1685750400000.0
0,0.0900596562504665,0.000828283198702,0.0158179932878136,0.0960027227763343,0.0158396642865487,0.0959825,1686096000000.0
0,0.0900596562504665,0.000828283198702,0.0158179932878136,0.0949791688478105,0.0158396642865487,0.0,1686441600000.0
0,0.0900596562504665,0.000828283198702,0.0158179932878136,0.0939323317441642,0.0158396642865487,0.0,1686787200000.0
0,0.0900596562504665,0.000828283198702,0.0158179932878136,0.0928671659585745,0.0158396642865487,0.0,1687132800000.0
0,0.0899056181791857,0.0016966127917446,0.0158294640254797,0.0907795181687238,0.0159201264536142,0.0907574999999999,1687478400000.0
0,0.0899056181791857,0.0016966127917446,0.0158294640254797,0.0896845155111881,0.0159201264536142,0.0,1687824000000.0
0,0.091011443917686,-0.0026882113201925,0.0158055489608898,0.0940793627325528,0.0160325250056595,0.0940575,1688169600000.0
0,0.091011443917686,-0.0026882113201925,0.0158055489608898,0.0929901597901709,0.0160325250056595,0.0,1688515200000.0
0,0.091011443917686,-0.0026882113201925,0.0158055489608898,0.0918915919387123,0.0160325250056595,0.0,1688860800000.0
0,0.091011443917686,-0.0026882113201925,0.0158055489608898,0.0907888585037528,0.0160325250056595,0.0,1689206400000.0
0,0.0898088647063754,0.0010104879974363,0.015839215643536,0.0848935812957182,0.0158714157590115,0.0848725,1689552000000.0
0,0.0898088647063754,0.0010104879974363,0.015839215643536,0.0838676262086146,0.0158714157590115,0.0,1689897600000.0
0,0.0906456080319892,-0.0011309322441233,0.0158313534745053,0.0856911249257654,0.0158716968398319,0.08567,1690243200000.0
0,0.0906456080319892,-0.0011309322441233,0.0158313534745053,0.0846661239689873,0.0158716968398319,0.0,1690588800000.0
0,0.0881602646511049,0.0037984403973686,0.0158472141888244,0.0769140630405952,0.0162960837933179,0.0768975,1690934400000.0
0,0.0881602646511049,0.0037984403973686,0.0158472141888244,0.0761298204394616,0.0162960837933179,0.0,1691280000000.0
0,0.0879377245148484,0.0041132759502403,0.0158480744439805,0.0749315049623216,0.0163731640993662,0.0749175,1691625600000.0
0,0.0879377245148484,0.0041132759502403,0.0158480744439805,0.0742784622245307,0.0163731640993662,0.0,1691971200000.0
0,0.0953436463824585,-0.0023565594958751,0.0158348893864836,0.0856054512768657,0.0160092815122907,0.0855874999999999,1692316800000.0
