point,longitude,latitude,swir,date
0,-122.97446657766405,43.15906375211615,0.0,1654214400000
0,-122.97446657766405,43.15906375211615,0.0,1654560000000
0,-122.97446657766405,43.15906375211615,0.0,1654905600000
0,-122.97446657766405,43.15906375211615,0.0,1655251200000
0,-122.97446657766405,43.15906375211615,0.0,1655596800000
0,-122.97446657766405,43.15906375211615,0.0,1655942400000
0,-122.97446657766405,43.15906375211615,0.08173750340938568,1656288000000
0,-122.97446657766405,43.15906375211615,0.10585500299930573,1656633600000
0,-122.97446657766405,43.15906375211615,0.0,1656979200000
0,-122.97446657766405,43.15906375211615,0.0,1657324800000
0,-122.97446657766405,43.15906375211615,0.09012500196695328,1657670400000
0,-122.97446657766405,43.15906375211615,0.09647750109434128,1658016000000
0,-122.97446657766405,43.15906375211615,0.08085750043392181,1658361600000
0,-122.97446657766405,43.15906375211615,0.09581749886274338,1658707200000
0,-122.97446657766405,43.15906375211615,0.08036249876022339,1659052800000
0,-122.97446657766405,43.15906375211615,0.09911750257015228,1659398400000
0,-122.97446657766405,43.15906375211615,0.07810749858617783,1659744000000
0,-122.97446657766405,43.15906375211615,0.09045500308275223,1660089600000
0,-122.97446657766405,43.15906375211615,0.07989499717950821,1660435200000
0,-122.97446657766405,43.15906375211615,0.08608250319957733,1660780800000
0,-122.97446657766405,43.15906375211615,0.08236999809741974,1661126400000
0,-122.97446657766405,43.15906375211615,0.08943749964237213,1661472000000
0,-122.97446657766405,43.15906375211615,0.0,1661817600000
0,-122.97446657766405,43.15906375211615,0.09210500121116638,1662163200000
0,-122.97446657766405,43.15906375211615,0.07332249730825424,1662508800000
0,-122.97446657766405,43.15906375211615,0.0,1662854400000
0,-122.97446657766405,43.15906375211615,0.0,1685750400000
0,-122.97446657766405,43.15906375211615,0.09276500344276428,1686096000000
0,-122.97446657766405,43.15906375211615,0.0,1686441600000
0,-122.97446657766405,43.15906375211615,0.0,1686787200000
0,-122.97446657766405,43.15906375211615,0.0,1687132800000
0,-122.97446657766405,43.15906375211615,0.08820000290870667,1687478400000
0,-122.97446657766405,43.15906375211615,0.0,1687824000000
0,-122.97446657766405,43.15906375211615,0.08811749517917633,1688169600000
0,-122.97446657766405,43.15906375211615,0.0,1688515200000
0,-122.97446657766405,43.15906375211615,0.09708250313997269,1688860800000
0,-122.97446657766405,43.15906375211615,0.0,1689206400000
0,-122.97446657766405,43.15906375211615,0.08524374663829803,1689552000000
0,-122.97446657766405,43.15906375211615,0.0,1689897600000
0,-122.97446657766405,43.15906375211615,0.08675624430179596,1690243200000
0,-122.97446657766405,43.15906375211615,0.0,1690588800000
0,-122.97446657766405,43.15906375211615,0.08243875205516815,1690934400000
0,-122.97446657766405,43.15906375211615,0.0,1691280000000
0,-122.97446657766405,43.15906375211615,0.08000499755144119,1691625600000
0,-122.97446657766405,43.15906375211615,0.0,1691971200000
0,-122.97446657766405,43.15906375211615,0.0786300003528595,1692316800000
0,-122.97446657766405,43.15906375211615,0.0,1692662400000
0,-122.97446657766405,43.15906375211615,0.0832500010728836,1693008000000
0,-122.97446657766405,43.15906375211615,0.0,1693353600000
0,-122.97446657766405,43.15906375211615,0.0,1693699200000
0,-122.97446657766405,43.15906375211615,0.0,1694044800000
0,-122.97446657766405,43.15906375211615,0.08213624358177185,1694390400000
1,-122.57471627623086,42.7574269885863,0.0,1654214400000
1,-122.57471627623086,42.7574269885863,0.0,1654560000000
1,-122.57471627623086,42.7574269885863,0.0,1654905600000
1,-122.57471627623086,42.7574269885863,0.0,1655251200000
1,-122.57471627623086,42.7574269885863,0.0,1655596800000
1,-122.57471627623086,42.7574269885863,0.0,1655942400000
1,-122.57471627623086,42.7574269885863,0.11154749989509583,1656288000000
1,-122.57471627623086,42.7574269885863,0.1361050009727478,1656633600000
1,-122.57471627623086,42.7574269885863,0.0,1656979200000
1,-122.57471627623086,42.7574269885863,0.0,1657324800000
1,-122.57471627623086,42.7574269885863,0.10802750289440155,1657670400000
1,-122.57471627623086,42.7574269885863,0.13877250254154205,1658016000000
1,-122.57471627623086,42.7574269885863,0.11539749801158905,1658361600000
1,-122.57471627623086,42.7574269885863,0.13789249956607819,1658707200000
1,-122.57471627623086,42.7574269885863,0.10299500077962875,1659052800000
1,-122.57471627623086,42.7574269885863,0.1177624985575676,1659398400000
1,-122.57471627623086,42.7574269885863,0.0996674969792366,1659744000000
1,-122.57471627623086,42.7574269885863,0.1351975053548813,1660089600000
1,-122.57471627623086,42.7574269885863,0.10159250348806381,1660435200000
1,-122.57471627623086,42.7574269885863,0.1308249980211258,1660780800000
1,-122.57471627623086,42.7574269885863,0.10931999981403351,1661126400000
1,-122.57471627623086,42.7574269885863,0.12658999860286713,1661472000000
1,-122.57471627623086,42.7574269885863,0.0,1661817600000
1,-122.57471627623086,42.7574269885863,0.12752500176429749,1662163200000
1,-122.57471627623086,42.7574269885863,0.09851250052452087,1662508800000
1,-122.57471627623086,42.7574269885863,0.0,1662854400000
1,-122.57471627623086,42.7574269885863,0.0,1685750400000
1,-122.57471627623086,42.7574269885863,0.11763875186443329,1686096000000
1,-122.57471627623086,42.7574269885863,0.0,1686441600000
1,-122.57471627623086,42.7574269885863,0.0,1686787200000
1,-122.57471627623086,42.7574269885863,0.0,1687132800000
1,-122.57471627623086,42.7574269885863,0.11994875222444534,1687478400000
1,-122.57471627623086,42.7574269885863,0.0,1687824000000
1,-122.57471627623086,42.7574269885863,0.11629125475883484,1688169600000
1,-122.57471627623086,42.7574269885863,0.0,1688515200000
1,-122.57471627623086,42.7574269885863,0.1323924958705902,1688860800000
1,-122.57471627623086,42.7574269885863,0.0,1689206400000
1,-122.57471627623086,42.7574269885863,0.11660750210285187,1689552000000
1,-122.57471627623086,42.7574269885863,0.0,1689897600000
1,-122.57471627623086,42.7574269885863,0.1091962456703186,1690243200000
1,-122.57471627623086,42.7574269885863,0.0,1690588800000
1,-122.57471627623086,42.7574269885863,0.11622250080108643,1690934400000
1,-122.57471627623086,42.7574269885863,0.0,1691280000000
1,-122.57471627623086,42.7574269885863,0.10700999945402145,1691625600000
1,-122.57471627623086,42.7574269885863,0.0,1691971200000
1,-122.57471627623086,42.7574269885863,0.11795499920845032,1692316800000
1,-122.57471627623086,42.7574269885863,0.0,1692662400000
1,-122.57471627623086,42.7574269885863,0.10665249824523926,1693008000000
1,-122.57471627623086,42.7574269885863,0.0,1693353600000
1,-122.57471627623086,42.7574269885863,0.0,1693699200000
1,-122.57471627623086,42.7574269885863,0.0,1694044800000
1,-122.57471627623086,42.7574269885863,0.09950250387191772,1694390400000
