title,q1_initial,q5_initial,q9_initial,r_initial,q1_optimized,q5_optimized,q9_optimized,r_optimized,initial_objective_function,final_objective_function
ICS - initial params v3,0.0007,0.00027,0.0042,0.00125,0.00290881644,0.00413130333,0.00266488864,0.00135410589,0.36525,0.3214
ICS - initial params v2,0.0005,0.0008,0.004,0.0015,0.00299221256,0.0046007925,0.00171669293,0.00083852791,0.34124,0.3225
ICS - initial params v1,0.00125,0.000125,0.000125,0.003,0.00465927852,0.00564213833,0.00394769643,0.00169398971,0.37448,0.3225
