run,intercept_rmse,cos_rmse,sin_rmse,sum_rmse
20 points - initial params v1 - observing estimate only,0.07638659578920493,0.10188888545461611,0.04706680430088399,0.22534228554470503
20 points - initial params v2 - observing estimate only,0.07638683690541415,0.10188728824625451,0.04706763671703401,0.22534176186870267
20 points - initial params v2,0.07313965824659655,0.06225363954729397,0.05371597971999225,0.18910927751388276
20 points - initial params v1,0.0791808997427288,0.06020004570526124,0.03562809875416521,0.17500904420215524
