point,intercept_rmse,cos_rmse,sin_rmse,sum_rmse
0,0.34870942751019557,0.46112514852749803,0.11822905470591077,0.9280636307436043
1,0.2386346394919553,0.25390503528202196,0.06219444670134646,0.5547341214753237
2,0.14425796064433924,0.25586746308964176,0.08482787562334294,0.4849532993573239
3,0.04187398937587223,0.2798803988617101,0.073406941950747,0.39516133018832933
4,0.1499664697045077,0.17323596919374218,0.057709410057881196,0.38091184895613106
5,0.13664372745055436,0.17205657535801977,0.06413138070473752,0.37283168351331164
6,0.06461587739822634,0.05754242761763597,0.02693313402518704,0.14909143904104935
7,0.03449392748170717,0.026375016905240904,0.09829815412647638,0.15916709851342445
8,0.004702323546205573,0.04380207919382815,0.05839302155728819,0.10689742429732191
9,0.03470284113655991,0.037049133488977516,0.02203300493838918,0.0937849795639266
total,0.1577534272709823,0.22086592425140764,0.07221975856584568,0.4508391100882356
