point,INTP,COS0,SIN0,z
0,0.2011938492067867,-0.0049477905168357,-0.0671853637370897,0.1363249999999999
0,0.2011938492067867,-0.0049477905168357,-0.0671853637370897,0.0
0,0.2011938492067867,-0.0049477905168357,-0.0671853637370897,0.0
0,0.1815112613103743,0.0064296512314555,-0.0699797568283414,0.134895
0,0.1710251092794864,0.0124699120813254,-0.0694286513012641,0.1362425
0,0.1710251092794864,0.0124699120813254,-0.0694286513012641,0.0
0,0.1620400019411585,0.0174229867308904,-0.0666008525219838,0.140725
0,0.1620400019411585,0.0174229867308904,-0.0666008525219838,0.0
0,0.1501780151648402,0.0224803713847827,-0.0600786354404685,0.1408074999999999
0,0.1501780151648402,0.0224803713847827,-0.0600786354404685,0.0
0,0.1364053216309588,0.0254723685138846,-0.0502126969752434,0.1370675
0,0.1364053216309588,0.0254723685138846,-0.0502126969752434,0.0
0,0.1364053216309588,0.0254723685138846,-0.0502126969752434,0.0
0,0.1364053216309588,0.0254723685138846,-0.0502126969752434,0.0
0,0.1364053216309588,0.0254723685138846,-0.0502126969752434,0.0
0,0.1364053216309588,0.0254723685138846,-0.0502126969752434,0.0
0,0.1364053216309588,0.0254723685138846,-0.0502126969752434,0.0
0,0.1364053216309588,0.0254723685138846,-0.0502126969752434,0.0
0,0.1364053216309588,0.0254723685138846,-0.0502126969752434,0.0
