point,INTP,COS0,SIN0,estimate,z,date,prob_increase,prob_no_change,prob_decrease
0,0.0879322335312113,-0.0094781841200212,0.0160324191319019,0.1039496229455105,0.0,1654214400000.0,0.1,0.7999999999999999,0.1
0,0.0879322335312113,-0.0094781841200212,0.0160324191319019,0.1032583038412724,0.0,1654560000000.0,0.1,0.7999999999999999,0.1
0,0.0879322335312113,-0.0094781841200212,0.0160324191319019,0.102494449181548,0.0,1654905600000.0,0.1,0.7999999999999999,0.1
0,0.0879322335312113,-0.0094781841200212,0.0160324191319019,0.1016616741541146,0.0,1655251200000.0,0.1,0.7999999999999999,0.1
0,0.0879322335312113,-0.0094781841200212,0.0160324191319019,0.1007639201345487,0.0,1655596800000.0,0.1,0.7999999999999999,0.1
0,0.0879322335312113,-0.0094781841200212,0.0160324191319019,0.0998054360324003,0.0,1655942400000.0,0.1,0.7999999999999999,0.1
0,0.0880427896846206,-0.0095924612451072,0.0160471596240991,0.0990164471862461,0.0991450026631355,1656288000000.0,0.0577083333333333,0.8845833333333332,0.0577083333333333
0,0.0880427896846206,-0.0095924612451072,0.0160471596240991,0.097949790575552,0.0,1656633600000.0,0.0577083333333333,0.8845833333333332,0.0577083333333333
0,0.0880427896846206,-0.0095924612451072,0.0160471596240991,0.0968362458977741,0.0,1656979200000.0,0.0577083333333333,0.8845833333333332,0.0577083333333333
0,0.0880427896846206,-0.0095924612451072,0.0160471596240991,0.095681083361135,0.0,1657324800000.0,0.0577083333333333,0.8845833333333332,0.0577083333333333
0,0.0870090784794639,-0.0090951549717806,0.0164497121906484,0.0928926714217991,0.0914449989795684,1657670400000.0,0.0463929213049245,0.9072141573901508,0.0463929213049245
0,0.0870090784794639,-0.0090951549717806,0.0164497121906484,0.0916513295604044,0.0,1658016000000.0,0.0463929213049245,0.9072141573901508,0.0463929213049245
0,0.0892804427509968,-0.009642121726178,0.0155547690210753,0.0934630242447049,0.0964225009083747,1658361600000.0,0.0436349237415436,0.9127301525169126,0.0436349237415436
0,0.0892804427509968,-0.009642121726178,0.0155547690210753,0.0922281573579632,0.0,1658707200000.0,0.0436349237415436,0.9127301525169126,0.0436349237415436
