point,intercept,cos,sin
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.8843996174028609,0.7318696510600546,0.12629936620435353
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
0,0.3718985672067568,-0.012477313925698121,0.030268851573782795
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
1,-0.12750267122243494,-0.38803089891752723,-0.02978657822270144
