point,INTP,COS0,SIN0,estimate,z,date
0,0.0644126611720314,-0.0131535917644917,0.0066238534242149,0.0791314509079479,0.0,1654560000000.0
0,0.0644126611720314,-0.0131535917644917,0.0066238534242149,0.0789237503678345,0.0,1655251200000.0
0,0.0644126611720314,-0.0131535917644917,0.0066238534242149,0.0787165547160644,0.0,1655596800000.0
0,0.0644126611720314,-0.0131535917644917,0.0066238534242149,0.0784416612890107,0.0,1655942400000.0
0,0.0642716301444494,-0.0131385574743764,0.0066238452340854,0.0779443639407138,0.077915,1656288000000.0
0,0.0642716301444494,-0.0131385574743764,0.0066238452340854,0.0775382368826693,0.0,1656633600000.0
0,0.0642716301444494,-0.0131385574743764,0.0066238452340854,0.0770693213426652,0.0,1656979200000.0
0,0.0642716301444494,-0.0131385574743764,0.0066238452340854,0.0765398366142637,0.0,1657324800000.0
0,0.0635597328665228,-0.0130647910744531,0.0066239556150146,0.0751678865107811,0.0750549999999999,1657670400000.0
0,0.0635597328665228,-0.0130647910744531,0.0066239556150146,0.0745261616538978,0.0,1658016000000.0
0,0.0650976971929095,-0.0132105096551513,0.006623807974578,0.0755086676257048,0.0757149999999999,1658361600000.0
0,0.0650976971929095,-0.0132105096551513,0.006623807974578,0.0747629112228991,0.0,1658707200000.0
0,0.0674529654846565,-0.0134003303378586,0.0066236062144752,0.0764966943607826,0.076815,1659052800000.0
0,0.0674529654846565,-0.0134003303378586,0.0066236062144752,0.0756569898744089,0.0,1659398400000.0
0,0.0624557490888249,-0.0130928120071764,0.0066240037918751,0.0695271348240889,0.0688125,1659744000000.0
0,0.0624557490888249,-0.0130928120071764,0.0066240037918751,0.0686264414776029,0.0,1660089600000.0
0,0.0624557490888249,-0.0130928120071764,0.0066240037918751,0.0676965433453435,0.0,1660435200000.0
0,0.0624557490888249,-0.0130928120071764,0.0066240037918751,0.0667418414692088,0.0,1660780800000.0
0,0.0630026539832112,-0.0130859787303071,0.006623935375054,0.0663094305212185,0.066365,1661126400000.0
0,0.0630026539832112,-0.0130859787303071,0.006623935375054,0.0653191462715407,0.0,1661472000000.0
0,0.0649991905285857,-0.0130647175131467,0.0066238096931334,0.0663032771728338,0.0665574999999999,1661817600000.0
0,0.0649991905285857,-0.0130647175131467,0.0066238096931334,0.0652970753273052,0.0,1662163200000.0
0,0.0650269826551405,-0.013063682568365,0.0066238084015944,0.0643168342236028,0.0643024999999999,1662508800000.0
0,0.0650269826551405,-0.013063682568365,0.0066238084015944,0.0633126475379483,0.0,1662854400000.0
0,0.0650269826551405,-0.013063682568365,0.0066238084015944,0.0796642413199097,0.0,1685750400000.0
0,0.1930812459866066,-0.0783534365068244,0.00674113573018,0.2669263557463017,0.28818,1686096000000.0
0,0.1930812459866066,-0.0783534365068244,0.00674113573018,0.2686112994646244,0.0,1686441600000.0
0,0.1930812459866066,-0.0783534365068244,0.00674113573018,0.269938772919919,0.0,1686787200000.0
0,0.1930812459866066,-0.0783534365068244,0.00674113573018,0.2709024934172399,0.0,1687132800000.0
0,0.2066605828677035,-0.0811740381640157,0.0067397874229876,0.2878608295827324,0.2899675,1687478400000.0
0,0.2066605828677035,-0.0811740381640157,0.0067397874229876,0.2881098290805445,0.0,1687824000000.0
0,0.211685494715454,-0.0818168318706155,0.0067393073447673,0.2936408515509492,0.2943675,1688169600000.0
0,0.211685494715454,-0.0818168318706155,0.0067393073447673,0.2931191037783043,0.0,1688515200000.0
0,0.211685494715454,-0.0818168318706155,0.0067393073447673,0.2922119452676743,0.0,1688860800000.0
0,0.211685494715454,-0.0818168318706155,0.0067393073447673,0.2909236694383862,0.0,1689206400000.0
0,0.1857179143042459,-0.079789598980749,0.0067434934291204,0.2613281251952183,0.257655,1689552000000.0
0,0.1857179143042459,-0.079789598980749,0.0067434934291204,0.2593366920232407,0.0,1689897600000.0
0,0.2145758886942733,-0.0813645897467305,0.0067410673553392,0.2873131814942355,0.2912325,1690243200000.0
0,0.2145758886942733,-0.0813645897467305,0.0067410673553392,0.2845916290247536,0.0,1690588800000.0
0,0.219256442967952,-0.0814830844587162,0.0067407530518126,0.2863218699607547,0.2868875,1690934400000.0
0,0.219256442967952,-0.0814830844587162,0.0067407530518126,0.2829477050269202,0.0,1691280000000.0
0,0.2238628158886305,-0.0814510926442461,0.0067404936590005,0.2838534391786781,0.284385,1691625600000.0
0,0.2238628158886305,-0.0814510926442461,0.0067404936590005,0.2798952203313872,0.0,1691971200000.0
0,0.2187984579653394,-0.0816597023926837,0.0067407245449226,0.2707523814468458,0.2700025,1692316800000.0
0,0.2187984579653394,-0.0816597023926837,0.0067407245449226,0.2662731092108743,0.0,1692662400000.0
0,0.222281096856308,-0.0813926591303944,0.0067406046494643,0.264894223360016,0.265245,1693008000000.0
0,0.222281096856308,-0.0813926591303944,0.0067406046494643,0.2600030328250143,0.0,1693353600000.0
0,0.222281096856308,-0.0813926591303944,0.0067406046494643,0.2549333110994243,0.0,1693699200000.0
0,0.222281096856308,-0.0813926591303944,0.0067406046494643,0.2497090522713637,0.0,1694044800000.0
0,0.2226741827148151,-0.0812925604702496,0.0067405934099157,0.2447131621332794,0.2446475,1694390400000.0
1,0.2142022228248263,0.0194731957855624,0.0184776910779281,0.2042686977411336,0.0,1654560000000.0
1,0.2142022228248263,0.0194731957855624,0.0184776910779281,0.2009413724595451,0.0,1655251200000.0
1,0.2142022228248263,0.0194731957855624,0.0184776910779281,0.1993679798638183,0.0,1655596800000.0
1,0.2142022228248263,0.0194731957855624,0.0184776910779281,0.1978647950925127,0.0,1655942400000.0
1,0.2142022228248263,0.0194731957855624,0.0184776910779281,0.1964389324508725,0.0,1656288000000.0
1,0.2101416776313962,0.0199076421697431,0.0184776410217251,0.1906022321850277,0.1899225,1656633600000.0
1,0.2101416776313962,0.0199076421697431,0.0184776410217251,0.1893513033373793,0.0,1656979200000.0
1,0.2164961290745294,0.0192384633670113,0.0184771347080866,0.1952178158999434,0.19611,1657324800000.0
1,0.2164961290745294,0.0192384633670113,0.0184771347080866,0.1941621859920435,0.0,1657670400000.0
1,0.2170280357418877,0.0191860589175851,0.0184770875931571,0.193794880235986,0.193855,1658016000000.0
1,0.2170280357418877,0.0191860589175851,0.0184770875931571,0.1929541237596466,0.0,1658361600000.0
1,0.2184381019478944,0.0190645841812421,0.0184769654266563,0.1937496255181773,0.1939374999999999,1658707200000.0
1,0.2184381019478944,0.0190645841812421,0.0184769654266563,0.1931367265904091,0.0,1659052800000.0
1,0.2184381019478944,0.0190645841812421,0.0184769654266563,0.1926435745565926,0.0,1659398400000.0
1,0.2184381019478944,0.0190645841812421,0.0184769654266563,0.1922725034172898,0.0,1659744000000.0
1,0.2086012865778045,0.0194013569849356,0.018478397389088,0.1819232567526551,0.1805725,1660089600000.0
1,0.2086012865778045,0.0194013569849356,0.018478397389088,0.1818159294518655,0.0,1660435200000.0
1,0.2128328702574237,0.0192845223358702,0.0184780716322496,0.1861480871341986,0.1867325,1660780800000.0
1,0.2128328702574237,0.0192845223358702,0.0184780716322496,0.1862882360584261,0.0,1661126400000.0
1,0.2128153720192479,0.0192845606854055,0.0184780727031968,0.1865364943873213,0.1865399999999999,1661472000000.0
1,0.2128153720192479,0.0192845606854055,0.0184780727031968,0.1869266496018426,0.0,1661817600000.0
1,0.2154088196751904,0.0193553926112891,0.0184779409308637,0.1899995870387333,0.1903625,1662163200000.0
1,0.2154088196751904,0.0193553926112891,0.0184779409308637,0.1906367500110988,0.0,1662508800000.0
1,0.2153610362442795,0.019352598564081,0.0184779428566668,0.1913443327218085,0.1913524999999999,1662854400000.0
1,0.2153610362442795,0.019352598564081,0.0184779428566668,0.2073827704257284,0.0,1685750400000.0
1,0.2153610362442795,0.019352598564081,0.0184779428566668,0.2056456351973357,0.0,1686096000000.0
1,0.1205291059944457,0.0822153225785801,0.0183912241557565,0.0504400903735534,0.0343,1686441600000.0
1,0.1205291059944457,0.0822153225785801,0.0183912241557565,0.0473919839660966,0.0,1686787200000.0
1,0.1205291059944457,0.0822153225785801,0.0183912241557565,0.0446900225041902,0.0,1687132800000.0
1,0.1205291059944457,0.0822153225785801,0.0183912241557565,0.0423469938892067,0.0,1687478400000.0
1,0.0962769756077167,0.0872003915608309,0.0183938547040878,0.0111585207772875,0.0073775,1687824000000.0
1,0.0962769756077167,0.0872003915608309,0.0183938547040878,0.009544649106084,0.0,1688169600000.0
1,0.0912249425945185,0.0878053422483113,0.0183943311299333,0.0026848662368032,0.0019325,1688515200000.0
1,0.0912249425945185,0.0878053422483113,0.0183943311299333,0.0019009246663251,0.0,1688860800000.0
1,0.093086299957056,0.0876342541562397,0.0183941703756371,0.0035693756802758,0.00383,1689206400000.0
1,0.093086299957056,0.0876342541562397,0.0183941703756371,0.0036301323004833,0.0,1689552000000.0
1,0.0916703458694995,0.08772760730712,0.0183942806766238,0.0026096652199844,0.0024274999999999,1689897600000.0
1,0.0916703458694995,0.08772760730712,0.0183942806766238,0.003517112098306,0.0,1690243200000.0
1,0.0949894901366345,0.0876055548731619,0.0183940534855378,0.0082705128863583,0.0087524999999999,1690588800000.0
1,0.0949894901366345,0.0876055548731619,0.0183940534855378,0.0100021647631832,0.0,1690934400000.0
1,0.097196006087427,0.0875952081836775,0.0183939251386535,0.0143512017934399,0.0146924999999999,1691280000000.0
1,0.097196006087427,0.0875952081836775,0.0183939251386535,0.0168768020788422,0.0,1691625600000.0
1,0.0817093501451241,0.0871375245048074,0.0183946567136867,0.0046355841767907,0.0026749999999999,1691971200000.0
1,0.0817093501451241,0.0871375245048074,0.0183946567136867,0.0078858126165579,0.0,1692316800000.0
1,0.0748232108126403,0.0866884496371518,0.0183949033306585,0.004888530189975,0.0040774999999999,1692662400000.0
1,0.0748232108126403,0.0866884496371518,0.0183949033306585,0.0087962058691157,0.0,1693008000000.0
1,0.06892600897999,0.0860890970786744,0.0183950448618417,0.0074388097219124,0.0067724999999999,1693353600000.0
1,0.06892600897999,0.0860890970786744,0.0183950448618417,0.0119158845828809,0.0,1693699200000.0
1,0.06892600897999,0.0860890970786744,0.0183950448618417,0.0166627781878469,0.0,1694044800000.0
1,0.06892600897999,0.0860890970786744,0.0183950448618417,0.021657024336571,0.0,1694390400000.0
2,0.0689754907897158,-0.0097681859612107,0.0066560018001595,0.0806341807353142,0.0,1654560000000.0
