point,intercept_rmse,cos_rmse,sin_rmse,sum_rmse
total,0.09789596657953907,0.0550555412358351,0.03243326317532922,0.18538477099070338
28,0.2381065511044569,0.10133280760981841,0.021741908135392684,0.361181266849668
29,0.20981146905794024,0.07935205140236075,0.004964357186383436,0.2941278776466844
27,0.17478917067198413,0.20733824982790783,0.12743457551692425,0.5095619960168162
26,0.1648439342612349,0.042897188614367254,0.011892709317975977,0.21963383219357813
14,0.1585589579027093,0.0360825589269968,0.015699495422624096,0.2103410122523302
12,0.12200206308744553,0.07107394482829162,0.06599391709579291,0.25906992501153003
17,0.11972915592744678,0.04224922406923203,0.004859992542402565,0.16683837253908138
15,0.11942178905612212,0.030036836732208846,0.0019040439008401239,0.1513626696891711
16,0.11035437371656338,0.07034684105952929,0.006788863434643473,0.18749007821073616
3,0.10586957297649201,0.014033434700617435,0.01711282239172674,0.1370158300688362
18,0.10481147870431115,0.06287583754924589,0.013645114484461195,0.18133243073801825
25,0.1021340603211184,0.029416527212120444,0.0101257151512667,0.14167630268450554
6,0.07120816174871032,0.057946950761083686,0.04887050884309823,0.17802562135289224
20,0.049183578874401335,0.04112121706534898,0.05702855276690268,0.147333348706653
4,0.041970937855778885,0.03830844605348781,0.03547175970198075,0.11575114361124744
8,0.03676440545512683,0.03727244082648194,0.02304165442134996,0.09707850070295874
2,0.03510542137660605,0.022092856073973238,0.028001706793708073,0.08519998424428736
7,0.02993987150154431,0.017247091400949568,0.0069634510846729196,0.054150413987166794
21,0.026271871909571604,0.018814344703426328,0.0036046718220202243,0.048690888435018155
5,0.021323953210025063,0.007965777608494262,0.024920764032637068,0.05421049485115639
9,0.020766070440286968,0.017941337842688376,0.013454132617352713,0.052161540900328054
13,0.02016828057839383,0.019764268174997202,0.004949793730980829,0.044882342484371854
24,0.01599460014408639,0.014163359354942279,0.012081282700736402,0.042239242199765076
19,0.015151948700745299,0.01643684398465598,0.009071112213919255,0.04065990489932054
10,0.011523771138390239,0.010058833575676388,0.004051217585455811,0.02563382229952244
22,0.011126234628452405,0.009893396914264973,0.0055328751200203145,0.026552506662737695
0,0.011076104155432157,0.003966091494449351,0.0058420413065824245,0.020884236956463933
11,0.006323292832785911,0.0008973664102288683,0.0015336675101031568,0.008754326753117936
23,0.004326394176428079,0.0051475992797973226,0.001986668961862744,0.011460662418088146
1,0.0022393407027879505,0.0002110091294866835,0.0022319310600870156,0.0046822808923616495
