point,INTP,COS0,SIN0,estimate,z,date,amplitude
0,0.0879322326003239,-0.0094781839544363,0.016032416280523,0.103258301564731,0.0,1654560000000.0,0.0186245628906054
0,0.0879322326003239,-0.0094781839544363,0.016032416280523,0.1016616722359071,0.0,1655251200000.0,0.0186245628906054
0,0.0879322326003239,-0.0094781839544363,0.016032416280523,0.1007639184029479,0.0,1655596800000.0,0.0186245628906054
0,0.0879322326003239,-0.0094781839544363,0.016032416280523,0.0998054344911958,0.0,1655942400000.0,0.0186245628906054
0,0.0879510356525935,-0.0098331625819043,0.0160325195402206,0.0991631575459694,0.0991449999999999,1656288000000.0,0.0188077848023024
0,0.0879510356525935,-0.0098331625819043,0.0160325195402206,0.0980984024265689,0.0,1656633600000.0,0.0188077848023024
0,0.0879510356525935,-0.0098331625819043,0.0160325195402206,0.0969856216312592,0.0,1656979200000.0,0.0188077848023024
0,0.0879510356525935,-0.0098331625819043,0.0160325195402206,0.0958300817529431,0.0,1657324800000.0,0.0188077848023024
0,0.0877871484587191,-0.0067727250289388,0.0160353521212849,0.0914655901184076,0.091445,1657670400000.0,0.0174069618822818
0,0.0877871484587191,-0.0067727250289388,0.0160353521212849,0.0902871010710418,0.0,1658016000000.0,0.0174069618822818
0,0.0882157002177072,-0.014073260624661,0.0160317648863325,0.0964464003459749,0.0964225,1658361600000.0,0.0213324670392404
0,0.0882157002177072,-0.014073260624661,0.0160317648863325,0.0950737810611933,0.0,1658707200000.0,0.0213324670392404
0,0.08786489704445,-0.008904693898389,0.0160345580601471,0.0886898204831073,0.0886675,1659052800000.0,0.0183412274836837
0,0.08786489704445,-0.008904693898389,0.0160345580601471,0.0874280971879911,0.0,1659398400000.0,0.0183412274836837
0,0.0877408274405281,-0.0074117391231904,0.0160354882182534,0.0848112899267698,0.0847899999999999,1659744000000.0,0.0176655245953234
0,0.0877408274405281,-0.0074117391231904,0.0160354882182534,0.0836204504309837,0.0,1660089600000.0,0.0176655245953234
0,0.0881619082393037,-0.0112972319001089,0.0160325333291229,0.08574886636512,0.085725,1660435200000.0,0.0196129950174438
0,0.0881619082393037,-0.0112972319001089,0.0160325333291229,0.0844163341846952,0.0,1660780800000.0,0.0196129950174438
0,0.0877555048888611,-0.0086382916084472,0.0160351974240164,0.0809882999672354,0.0809675,1661126400000.0,0.0182139407690854
0,0.0877555048888611,-0.0086382916084472,0.0160351974240164,0.0798416612967122,0.0,1661472000000.0,0.0182139407690854
0,0.0877555048888611,-0.0086382916084472,0.0160351974240164,0.0787324774355026,0.0,1661817600000.0,0.0182139407690854
0,0.0877555048888611,-0.0086382916084472,0.0160351974240164,0.0776659979528617,0.0,1662163200000.0,0.0182139407690854
0,0.0883345962686799,-0.0094175579898259,0.0160307164901378,0.0775487467794471,0.0775299999999999,1662508800000.0,0.0185923174908054
0,0.0883345962686799,-0.0094175579898259,0.0160307164901378,0.0765330502425335,0.0,1662854400000.0,0.0185923174908054
0,0.0883345962686799,-0.0094175579898259,0.0160307164901378,0.1043393775846737,0.0,1685750400000.0,0.0185923174908054
0,0.0899284376912675,0.0007638150262843,0.0159904685672387,0.0960029005171442,0.0959825,1686096000000.0,0.0160087007091215
0,0.0899284376912675,0.0007638150262843,0.0159904685672387,0.0949701668477258,0.0,1686441600000.0,0.0160087007091215
0,0.0899284376912675,0.0007638150262843,0.0159904685672387,0.0939135715740229,0.0,1686787200000.0,0.0160087007091215
0,0.0899284376912675,0.0007638150262843,0.0159904685672387,0.092838115372892,0.0,1687132800000.0,0.0160087007091215
0,0.089901926408121,0.0017190914765536,0.0159916104271876,0.090779744840385,0.0907574999999999,1687478400000.0,0.0160837458186734
0,0.089901926408121,0.0017190914765536,0.0159916104271876,0.0896734811735115,0.0,1687824000000.0,0.0160837458186734
0,0.0901512881341912,-0.0035444249459786,0.015989045647829,0.0940795897580788,0.0940575,1688169600000.0,0.0163771953925584
0,0.0901512881341912,-0.0035444249459786,0.015989045647829,0.0929771553226079,0.0,1688515200000.0,0.0163771953925584
0,0.0901512881341912,-0.0035444249459786,0.015989045647829,0.0918613465620757,0.0,1688860800000.0,0.0163771953925584
0,0.0901512881341912,-0.0035444249459786,0.015989045647829,0.0907374444002035,0.0,1689206400000.0,0.0163771953925584
0,0.0898537083207535,0.0010171382241877,0.0159929056834262,0.0848937869488324,0.0848725,1689552000000.0,0.0160252177010507
0,0.0898537083207535,0.0010171382241877,0.0159929056834262,0.0838578157448667,0.0,1689897600000.0,0.0160252177010507
0,0.0900719142871261,-0.0018172450517319,0.0159918246895921,0.0856916981334207,0.08567,1690243200000.0,0.0160947456171476
0,0.0900719142871261,-0.0018172450517319,0.0159918246895921,0.0846372416691793,0.0,1690588800000.0,0.0160947456171476
0,0.0893915875829285,0.0051379084820836,0.0159944142658005,0.0769132949062812,0.0768975,1690934400000.0,0.0167993866339313
0,0.0893915875829285,0.0051379084820836,0.0159944142658005,0.0761694877903172,0.0,1691280000000.0,0.0167993866339313
0,0.0893123226687799,0.005745640769632,0.0159946438667703,0.0749302483960219,0.0749175,1691625600000.0,0.0169953234826075
0,0.0893123226687799,0.005745640769632,0.0159946438667703,0.0743416926977118,0.0,1691971200000.0,0.0169953234826075
0,0.0917935428962837,-0.0076280567039888,0.0159892296612132,0.0856109601983495,0.0855874999999999,1692316800000.0,0.0177156065162413
0,0.0917935428962837,-0.0076280567039888,0.0159892296612132,0.0844841402511897,0.0,1692662400000.0,0.0177156065162413
0,0.0894538957780804,0.0003602676769124,0.0159930266457022,0.0763329593175552,0.07632,1693008000000.0,0.0159970839245523
0,0.0894538957780804,0.0003602676769124,0.0159930266457022,0.0757348077338731,0.0,1693353600000.0,0.0159970839245523
0,0.0894538957780804,0.0003602676769124,0.0159930266457022,0.0752015861454161,0.0,1693699200000.0,0.0159970839245523
0,0.0894538957780804,0.0003602676769124,0.0159930266457022,0.0747358181947964,0.0,1694044800000.0,0.0159970839245523
0,0.0799836616728439,-0.0012247507473667,0.0160039899988962,0.065412080313986,0.0654024999999999,1694390400000.0,0.0160507853477001
1,0.1660380279837205,-0.0232673145488486,-0.0161725799655156,0.1803825174684503,0.0,1654560000000.0,0.0283358477737311
1,0.1660380279837205,-0.0232673145488486,-0.0161725799655156,0.1835992370853228,0.0,1655251200000.0,0.0283358477737311
1,0.1660380279837205,-0.0232673145488486,-0.0161725799655156,0.1850866422847475,0.0,1655596800000.0,0.0283358477737311
1,0.1660380279837205,-0.0232673145488486,-0.0161725799655156,0.1864838937923507,0.0,1655942400000.0,0.0283358477737311
1,0.1654465194872097,-0.0121003576518184,-0.016175828320494,0.1760693559074159,0.17609,1656288000000.0,0.0202008929791733
1,0.1666564135158491,-0.0355067415721936,-0.0161812063947293,0.2018372050393572,0.2018575,1656633600000.0,0.0390199966358708
1,0.1666564135158491,-0.0355067415721936,-0.0161812063947293,0.2029144067525074,0.0,1656979200000.0,0.0390199966358708
1,0.1666564135158491,-0.0355067415721936,-0.0161812063947293,0.2038200058547451,0.0,1657324800000.0,0.0390199966358708
1,0.1652195537111969,-0.0092233517406397,-0.0161629090589246,0.1772828626906155,0.1773,1657670400000.0,0.0186094021015891
1,0.1671016624668029,-0.0427482699648258,-0.0161709882180539,0.2125491651790349,0.212555,1658016000000.0,0.0457046545215481
1,0.165673787351485,-0.0186561719387317,-0.0161649668825624,0.188508632197005,0.18852,1658361600000.0,0.0246851960843308
1,0.167381458818094,-0.0455648915068837,-0.0161720156777715,0.2156655967364845,0.2156624999999999,1658707200000.0,0.0483496993694498
1,0.1646739519434752,-0.0062880693525306,-0.0161611107332562,0.177505800105982,0.1775199999999999,1659052800000.0,0.0173413181827335
1,0.1664383641201254,-0.0295084917420802,-0.0161680267865552,0.2000712366870635,0.20007,1659398400000.0,0.0336475285134463
1,0.1640882119952514,-0.0018756543794642,-0.0161590802887609,0.1747549964161314,0.1747699999999999,1659744000000.0,0.0162675737321158
