point,intercept_rmse,cos_rmse,sin_rmse,sum_rmse
total,0.06298202202447536,0.020179796514842436,0.010325253993479422,0.09348707253279721
2,0.16685731679834392,0.0295217576761654,0.015946214311632595,0.21232528878614193
7,0.12587361924583135,0.019984578810147362,0.00468022161078283,0.15053841966676154
3,0.03405676859944252,0.04207065499564734,0.00022535630639079873,0.07635277990148066
10,0.03157896259401063,0.025959296160975823,0.015043204191916048,0.0725814629469025
8,0.021088325611669352,0.015570283468716256,0.01729642578284992,0.05395503486323553
9,0.020875787729451437,0.017345805556265775,0.01482070905108313,0.053042302336800344
1,0.018879676607702928,0.01814152266722599,0.014867140987547909,0.05188834026247682
6,0.01433798406494008,0.011295586087005352,4.476366274543163e-05,0.02567833381469086
11,0.010408287232375118,0.008992031903271313,0.005520989366000342,0.024921308501646772
4,0.009681019274276417,0.008534592392829523,0.001838930822459222,0.02005454248956516
5,0.00784696034178396,0.0027649183551860935,0.0007942579381838788,0.011406136635153934
0,0.007213133311382783,0.003254401192489914,0.0015645941793377021,0.0120321286832104
