point,longitude,latitude,intercept_2017,intercept_2018,cos_2017,cos_2018,sin_2017,sin_2018
0,-63.5794769591927,-12.926352696602061,0.14905819680564492,0.14905819680564492,0.02584626674356221,0.02584626674356221,0.0007074862406652654,0.0007074862406652654
1,-63.5742667305448,-12.981868581160647,0.15056212787014256,0.15056212787014256,0.030340225738225157,0.030340225738225157,0.0011805437949472567,0.0011805437949472567
