point,intercept_rmse,cos_rmse,sin_rmse,sum_rmse
total,0.09020361115425596,0.05266436552538028,0.05478559643296735,0.1976535731126036
38,0.23786778937218994,0.10324339384677869,0.14992517028218777,0.4910363535011564
39,0.2072294741229565,0.07906611743860706,0.08303596077110295,0.36933155233266657
35,0.1838382719684278,0.054638988846637336,0.09005307780898641,0.32853033862405157
36,0.16114594488322076,0.04955799810780178,0.08640217083481784,0.2971061138258404
37,0.14935541371906783,0.20273664557859122,0.12922557291965422,0.4813176322173133
22,0.14912243434747083,0.048237639287890176,0.09018559461385924,0.28754566824922023
24,0.12390017684285677,0.0399193090222358,0.051533878956781874,0.21535336482187445
26,0.11979294804398422,0.04011537636264917,0.06406579853171515,0.22397412293834854
25,0.11458457606587602,0.07095295514859605,0.08018137178806553,0.26571890300253764
23,0.11394130945322353,0.037022278777439875,0.06961735189753315,0.22058094012819657
27,0.10710720725750243,0.06501227613962511,0.05903760610432932,0.23115708950145686
6,0.0987133237938812,0.03463440762175105,0.053508253196723886,0.18685598461235614
34,0.09827329377355594,0.0359809356187886,0.053368664291914,0.18762289368425855
19,0.09524728292187724,0.07174136161753607,0.09524056824037862,0.26222921277979194
20,0.07843297342521743,0.05346240427475958,0.05629682610118774,0.18819220380116475
12,0.06733251062467628,0.058209792089465404,0.04325420749757493,0.1687965102117166
7,0.061986063947645574,0.07184896150142353,0.03202873257662019,0.1658637580256893
2,0.04922242883900579,0.06165146081512583,0.02058210549308643,0.13145599514721804
8,0.0353769979587786,0.036657268074533816,0.03561558326084762,0.10764984929416005
15,0.033437215126782015,0.03603356615150033,0.020146953202130974,0.08961773448041332
5,0.03289160097399429,0.022048973806273773,0.025381174049511856,0.08032174882977992
14,0.029536532503235523,0.017078339031650597,0.012621961405118901,0.05923683294000502
30,0.02674126266391826,0.02213227739658648,0.00880763220159708,0.05768117226210182
29,0.026338116007933125,0.03886231699807224,0.05666846958288061,0.12186890258888597
13,0.025432039629745357,0.02259136654088967,0.014363284434481604,0.06238669060511663
21,0.020072240746939033,0.019643071874887955,0.007347740745203466,0.047063053367030455
3,0.019730879594168808,0.019911419360040542,0.005082595204520814,0.04472489415873016
16,0.019505789881222424,0.01792321558388128,0.012764421030699889,0.05019342649580359
11,0.017759637696511302,0.008398114978449155,0.024350132862120413,0.05050788553708087
9,0.014809830196184934,0.02544695133059875,0.011054221343562825,0.05131100287034651
33,0.013688900863126267,0.014004955413742016,0.01132697600909572,0.039020832285964
28,0.013586450424668831,0.01625865947227636,0.008595808106483319,0.03844091800342851
1,0.011670664085375593,0.006757311654933108,0.012617581902975168,0.031045557643283872
17,0.011263401607091484,0.010248770489278657,0.004817472773003359,0.0263296448693735
0,0.009621735261772155,0.003884337445555404,0.008017963895020247,0.021524036602347807
31,0.007214020369763153,0.008558631300985392,0.006741023559729043,0.02251367523047759
18,0.005485375274935829,0.001280973940142529,0.004769290575295462,0.01153563979037382
10,0.003865604318256077,0.0005633158391010267,0.0036147243664390234,0.008043644523796127
32,0.003125427529406916,0.004624762937593478,0.0039776455812228035,0.011727836048223198
4,0.001348953714285185,0.00045843602842543475,0.0028918329608630376,0.004699222703573657
