point,intercept_rmse,cos_rmse,sin_rmse,sum_rmse
total,0.09009171981238534,0.05283341248337891,0.05471458268615673,0.19763971498192098
38,0.2373487760733874,0.10389817655410191,0.14962611571990636,0.49087306834739564
39,0.20717196681028852,0.07988477168062369,0.08283643706737615,0.3698931755582883
35,0.18370335990401065,0.05552360913345817,0.08990774207907763,0.32913471111654646
36,0.16099894376530083,0.05032739323456312,0.08627496415321366,0.2976013011530776
37,0.14913801881709418,0.2025630607490766,0.1291958314555802,0.48089691102175103
22,0.1489719942775291,0.04887413436707297,0.089993029528167,0.28783915817276906
24,0.12381348344409385,0.04053808013126457,0.05153545913460623,0.21588702270996463
26,0.1196728497453952,0.04077920759820431,0.0639764782741468,0.22442853561774634
25,0.11421439712841976,0.07119722704701238,0.08007083034410027,0.2654824545195324
23,0.11381794644965988,0.037471999900547434,0.06945429892944652,0.22074424527965383
27,0.10685800618191393,0.06520612692454689,0.05915519073572271,0.23121932384218352
6,0.09868313790710774,0.03503712862842425,0.053492406260258404,0.1872126727957904
34,0.0981355947535693,0.03641445184968429,0.05329206265297031,0.1878421092562239
19,0.09499579349879565,0.0718410511057608,0.09513006671453014,0.26196691131908656
20,0.07824261205146318,0.05349262118883221,0.05615615252525262,0.18789138576554804
12,0.06734809281468454,0.05826807723871776,0.04324817423967563,0.16886434429307795
7,0.06197659124038711,0.07185898655178452,0.031998789584982576,0.16583436737715423
2,0.04920187089153422,0.0616227935239436,0.02056420285825787,0.1313888672737357
8,0.03538214221940724,0.036650181140358465,0.03559125319130113,0.10762357655106683
15,0.03343191572168698,0.03601922725911201,0.02014666138276247,0.08959780436356146
5,0.03289656595838144,0.022099310345078,0.0253715339615967,0.08036741026505614
14,0.029539606438546476,0.017114708889997287,0.012582766553192317,0.059237081881736084
30,0.026771030227749824,0.02219724299378,0.008779188807873463,0.05774746202940329
29,0.026274602641370003,0.03882894028063273,0.05664457390440831,0.12174811682641104
13,0.025436732710326485,0.022601103145335266,0.014356251041055576,0.06239408689671733
21,0.020072642373731728,0.01964157580846128,0.0073402844643019475,0.04705450264649495
3,0.019732582763939997,0.01991304402644142,0.00507473743440961,0.044720364224791025
16,0.019509709832057964,0.017936665170544503,0.01275986595839994,0.0502062409610024
11,0.01773902338112039,0.008424059339977173,0.02433199701657938,0.050495079737676946
9,0.014790572351080382,0.025430811334162414,0.011023964269511832,0.051245347954754626
33,0.013698280772287916,0.014011598685914577,0.011311714637536248,0.03902159409573874
28,0.013583479358394606,0.016252121482134573,0.008591634000336707,0.03842723484086588
1,0.01167791847010162,0.006764529005693076,0.012602584893591957,0.031045032369386653
17,0.011266335306601533,0.010254092462497878,0.004812601234940973,0.026333029004040383
0,0.009623099048101331,0.003896781496260861,0.007998662166184518,0.02151854271054671
31,0.0072207292570783295,0.008567358885585656,0.006733240141062558,0.022521328283726542
18,0.005482499964960413,0.0013058586493019412,0.004743502314589467,0.01153186092885182
10,0.003866845120017818,0.0005764439696839986,0.003601797952665621,0.008045087042367439
32,0.003105336888863266,0.004619280954975121,0.003961742140833052,0.011686359984671438
4,0.0013503433962422913,0.00046736471890733796,0.0028939588265247448,0.004711666941674374
